x1,date,monitors,transect_name,vp_axis,site,transect_length,num_quad,transect_distance,transect_side,vp_zone,quadrat_notes,percent_cover,psoc,cover_category,habitat,year
84780,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,6,Left,NA,NA,1,Natural Thatch,THATCH,Transition - High Salt Marsh,2024
52496,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,6,Left,NA,NA,2,Sonchus_oleraceus,NON-NATIVE COVER,Transition - High Salt Marsh,2024
19178,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,6,Left,NA,NA,1,Symphyotrichum_subulatum,NATIVE COVER,Transition - High Salt Marsh,2024
52492,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,6,Left,NA,NA,1,Urospermum_piciroides,NON-NATIVE COVER,Transition - High Salt Marsh,2024
91774,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,6,Left,NA,NA,15,mulch/woodchips,OTHER COVER,Transition - High Salt Marsh,2024
67652,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,9,Right,NA,NA,3,Avena_barbata,NON-NATIVE COVER,Transition - High Salt Marsh,2024
34118,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,9,Right,NA,NA,2,Baccharis_pilularis,NATIVE COVER,Transition - High Salt Marsh,2024
6708,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,9,Right,NA,NA,1,Bare Ground,BARE GROUND,Transition - High Salt Marsh,2024
67654,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,9,Right,NA,NA,3,Bromus_diandrus,NON-NATIVE COVER,Transition - High Salt Marsh,2024
67649,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,9,Right,NA,NA,2,Bromus_hordeaceus,NON-NATIVE COVER,Transition - High Salt Marsh,2024
67653,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,9,Right,NA,NA,6,Centaurium_tenuiflorum,NON-NATIVE COVER,Transition - High Salt Marsh,2024
34119,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,9,Right,NA,NA,30,Deinandra_fasciculata,NATIVE COVER,Transition - High Salt Marsh,2024
34121,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,9,Right,NA,NA,1,Epilobium_brachycarpum,NATIVE COVER,Transition - High Salt Marsh,2024
67648,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,9,Right,NA,NA,10,Festuca_myuros,NON-NATIVE COVER,Transition - High Salt Marsh,2024
67655,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,9,Right,NA,NA,2,Festuca_perennis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
67656,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,9,Right,NA,NA,1,Helminthotheca_echioides,NON-NATIVE COVER,Transition - High Salt Marsh,2024
34120,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,9,Right,NA,NA,1,Laennecia_coulteri,NATIVE COVER,Transition - High Salt Marsh,2024
67651,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,9,Right,NA,NA,1,Lysimachia_arvensis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
84781,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,9,Right,NA,NA,5,Natural Thatch,THATCH,Transition - High Salt Marsh,2024
67650,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,9,Right,NA,NA,12,Polypogon_monspeliensis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
34122,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,9,Right,NA,NA,1,Symphyotrichum_subulatum,NATIVE COVER,Transition - High Salt Marsh,2024
53692,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,12,Left,NA,NA,1,Avena_barbata,NON-NATIVE COVER,Transition - High Salt Marsh,2024
53696,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,12,Left,NA,NA,1,Avena_fatua,NON-NATIVE COVER,Transition - High Salt Marsh,2024
20350,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,12,Left,NA,NA,3,Baccharis_plummerae,NATIVE COVER,Transition - High Salt Marsh,2024
6709,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,12,Left,NA,NA,5,Bare Ground,BARE GROUND,Transition - High Salt Marsh,2024
53690,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,12,Left,NA,NA,12,Centaurium_tenuiflorum,NON-NATIVE COVER,Transition - High Salt Marsh,2024
20348,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,12,Left,NA,NA,2,Distichlis_spicata,NATIVE COVER,Transition - High Salt Marsh,2024
20349,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,12,Left,NA,NA,1,Epilobium_brachycarpum,NATIVE COVER,Transition - High Salt Marsh,2024
20354,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,12,Left,NA,NA,1,Epilobium_ciliatum,NATIVE COVER,Transition - High Salt Marsh,2024
20351,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,12,Left,NA,NA,1,Erigeron_canadensis,NATIVE COVER,Transition - High Salt Marsh,2024
53695,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,12,Left,NA,NA,5,Festuca_myuros,NON-NATIVE COVER,Transition - High Salt Marsh,2024
20353,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,12,Left,NA,NA,1,Frankenia_salina,NATIVE COVER,Transition - High Salt Marsh,2024
53693,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,12,Left,NA,NA,1,Lactuca_serriola,NON-NATIVE COVER,Transition - High Salt Marsh,2024
20352,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,12,Left,NA,NA,8,Laennecia_coulteri,NATIVE COVER,Transition - High Salt Marsh,2024
84782,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,12,Left,NA,NA,75,Natural Thatch,THATCH,Transition - High Salt Marsh,2024
53691,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,12,Left,NA,NA,11,Polypogon_monspeliensis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
53689,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,12,Left,NA,NA,3,Pseudognaphalium_luteoalbum,NON-NATIVE COVER,Transition - High Salt Marsh,2024
53694,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,12,Left,NA,NA,1,Sonchus_oleraceus,NON-NATIVE COVER,Transition - High Salt Marsh,2024
64591,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,15,Right,NA,NA,4,Avena_barbata,NON-NATIVE COVER,Transition - High Salt Marsh,2024
30971,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,15,Right,NA,NA,1,Baccharis_plummerae,NATIVE COVER,Transition - High Salt Marsh,2024
6710,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,15,Right,NA,NA,2,Bare Ground,BARE GROUND,Transition - High Salt Marsh,2024
64595,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,15,Right,NA,NA,5,Brachypodium_distachyon,NON-NATIVE COVER,Transition - High Salt Marsh,2024
64593,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,15,Right,NA,NA,2,Bromus_hordeaceus,NON-NATIVE COVER,Transition - High Salt Marsh,2024
64596,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,15,Right,NA,NA,8,Centaurium_tenuiflorum,NON-NATIVE COVER,Transition - High Salt Marsh,2024
30972,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,15,Right,NA,NA,1,Deinandra_fasciculata,NATIVE COVER,Transition - High Salt Marsh,2024
30974,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,15,Right,NA,NA,60,Elymus_triticoides,NATIVE COVER,Transition - High Salt Marsh,2024
30973,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,15,Right,NA,NA,1,Epilobium_brachycarpum,NATIVE COVER,Transition - High Salt Marsh,2024
64588,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,15,Right,NA,NA,4,Festuca_myuros,NON-NATIVE COVER,Transition - High Salt Marsh,2024
64590,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,15,Right,NA,NA,4,Festuca_perennis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
30975,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,15,Right,NA,NA,3,Laennecia_coulteri,NATIVE COVER,Transition - High Salt Marsh,2024
84783,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,15,Right,NA,NA,35,Natural Thatch,THATCH,Transition - High Salt Marsh,2024
64594,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,15,Right,NA,NA,1,Polypogon_monspeliensis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
64589,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,15,Right,NA,NA,6,Sonchus_oleraceus,NON-NATIVE COVER,Transition - High Salt Marsh,2024
64592,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,15,Right,NA,NA,1,Spergularia_sp,NON-NATIVE COVER,Transition - High Salt Marsh,2024
6711,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,18,Left,NA,NA,2,Bare Ground,BARE GROUND,Transition - High Salt Marsh,2024
51952,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,18,Left,NA,NA,2,Centaurium_tenuiflorum,NON-NATIVE COVER,Transition - High Salt Marsh,2024
18613,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,18,Left,NA,NA,22,Deinandra_fasciculata,NATIVE COVER,Transition - High Salt Marsh,2024
18614,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,18,Left,NA,NA,53,Elymus_triticoides,NATIVE COVER,Transition - High Salt Marsh,2024
51953,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,18,Left,NA,NA,1,Erigeron_bonariensis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
18615,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,18,Left,NA,NA,1,Erigeron_canadensis,NATIVE COVER,Transition - High Salt Marsh,2024
51954,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,18,Left,NA,NA,12,Festuca_myuros,NON-NATIVE COVER,Transition - High Salt Marsh,2024
51949,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,18,Left,NA,NA,3,Festuca_perennis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
51955,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,18,Left,NA,NA,1,Helminthotheca_echioides,NON-NATIVE COVER,Transition - High Salt Marsh,2024
51956,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,18,Left,NA,NA,1,Lactuca_serriola,NON-NATIVE COVER,Transition - High Salt Marsh,2024
18612,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,18,Left,NA,NA,12,Laennecia_coulteri,NATIVE COVER,Transition - High Salt Marsh,2024
84784,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,18,Left,NA,NA,8,Natural Thatch,THATCH,Transition - High Salt Marsh,2024
51951,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,18,Left,NA,NA,6,Polypogon_monspeliensis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
51950,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,18,Left,NA,NA,1,Sonchus_oleraceus,NON-NATIVE COVER,Transition - High Salt Marsh,2024
41931,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,21,Right,NA,NA,2,Baccharis_plummerae,NATIVE COVER,Transition - High Salt Marsh,2024
6712,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,21,Right,NA,NA,1,Bare Ground,BARE GROUND,Transition - High Salt Marsh,2024
75529,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,21,Right,NA,NA,1,Brachypodium_distachyon,NON-NATIVE COVER,Transition - High Salt Marsh,2024
75528,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,21,Right,NA,NA,1,Bromus_hordeaceus,NON-NATIVE COVER,Transition - High Salt Marsh,2024
75526,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,21,Right,NA,NA,27,Centaurium_tenuiflorum,NON-NATIVE COVER,Transition - High Salt Marsh,2024
41930,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,21,Right,NA,NA,1,Deinandra_fasciculata,NATIVE COVER,Transition - High Salt Marsh,2024
41928,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,21,Right,NA,NA,20,Distichlis_spicata,NATIVE COVER,Transition - High Salt Marsh,2024
41927,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,21,Right,NA,NA,3,Elymus_triticoides,NATIVE COVER,Transition - High Salt Marsh,2024
41932,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,21,Right,NA,NA,1,Erigeron_canadensis,NATIVE COVER,Transition - High Salt Marsh,2024
75530,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,21,Right,NA,NA,3,Festuca_myuros,NON-NATIVE COVER,Transition - High Salt Marsh,2024
75527,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,21,Right,NA,NA,1,Festuca_perennis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
75525,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,21,Right,NA,NA,1,Lactuca_serriola,NON-NATIVE COVER,Transition - High Salt Marsh,2024
41929,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,21,Right,NA,NA,25,Laennecia_coulteri,NATIVE COVER,Transition - High Salt Marsh,2024
84785,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,21,Right,NA,NA,45,Natural Thatch,THATCH,Transition - High Salt Marsh,2024
75523,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,21,Right,NA,NA,37,Polypogon_monspeliensis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
75531,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,21,Right,NA,NA,7,Pseudognaphalium_luteoalbum,NON-NATIVE COVER,Transition - High Salt Marsh,2024
75524,2024-06-17,"Ethan Anadon, Nolan Fuss",SMT-05,NA,ncos,30,11,21,Right,NA,NA,1,Sonchus_oleraceus,NON-NATIVE COVER,Transition - High Salt Marsh,2024
8266,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,24,Left,NA,NA,5,Bare Ground,BARE GROUND,Transition - High Salt Marsh,2024
54727,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,24,Left,NA,NA,8,Centaurium_tenuiflorum,NON-NATIVE COVER,Transition - High Salt Marsh,2024
21342,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,24,Left,NA,NA,1,Deinandra_fasciculata,NATIVE COVER,Transition - High Salt Marsh,2024
21343,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,24,Left,NA,NA,41,Laennecia_coulteri,NATIVE COVER,Transition - High Salt Marsh,2024
54728,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,24,Left,NA,NA,2,Lysimachia_arvensis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
86339,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,24,Left,NA,NA,69,Natural Thatch,THATCH,Transition - High Salt Marsh,2024
54729,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,24,Left,NA,NA,3,Polypogon_monspeliensis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
21344,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,24,Left,NA,NA,1,Solanum_douglasii,NATIVE COVER,Transition - High Salt Marsh,2024
54730,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,24,Left,NA,NA,2,Sonchus_oleraceus,NON-NATIVE COVER,Transition - High Salt Marsh,2024
8267,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,27,Right,NA,NA,9,Bare Ground,BARE GROUND,Transition - High Salt Marsh,2024
52439,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,27,Right,NA,NA,2,Brachypodium_distachyon,NON-NATIVE COVER,Transition - High Salt Marsh,2024
52442,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,27,Right,NA,NA,1,Bromus_hordeaceus,NON-NATIVE COVER,Transition - High Salt Marsh,2024
52437,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,27,Right,NA,NA,9,Centaurium_tenuiflorum,NON-NATIVE COVER,Transition - High Salt Marsh,2024
19115,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,27,Right,NA,NA,6,Deinandra_fasciculata,NATIVE COVER,Transition - High Salt Marsh,2024
52443,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,27,Right,NA,NA,1,Festuca_myuros,NON-NATIVE COVER,Transition - High Salt Marsh,2024
52441,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,27,Right,NA,NA,1,Helminthotheca_echioides,NON-NATIVE COVER,Transition - High Salt Marsh,2024
19116,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,27,Right,NA,NA,26,Isocoma_menziesii,NATIVE COVER,Transition - High Salt Marsh,2024
19117,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,27,Right,NA,NA,5,Laennecia_coulteri,NATIVE COVER,Transition - High Salt Marsh,2024
86340,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,27,Right,NA,NA,17,Natural Thatch,THATCH,Transition - High Salt Marsh,2024
52440,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,27,Right,NA,NA,31,Polypogon_monspeliensis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
19118,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,27,Right,NA,NA,7,Pseudognaphalium_californicum,NATIVE COVER,Transition - High Salt Marsh,2024
52438,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,27,Right,NA,NA,2,Sonchus_oleraceus,NON-NATIVE COVER,Transition - High Salt Marsh,2024
8268,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,30,Left,NA,NA,8,Bare Ground,BARE GROUND,Transition - High Salt Marsh,2024
70900,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,30,Left,NA,NA,35,Centaurium_tenuiflorum,NON-NATIVE COVER,Transition - High Salt Marsh,2024
37345,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,30,Left,NA,NA,2,Encelia_californica,NATIVE COVER,Transition - High Salt Marsh,2024
37344,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,30,Left,NA,NA,6,Isocoma_menziesii,NATIVE COVER,Transition - High Salt Marsh,2024
37346,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,30,Left,NA,NA,41,Laennecia_coulteri,NATIVE COVER,Transition - High Salt Marsh,2024
86341,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,30,Left,NA,NA,23,Natural Thatch,THATCH,Transition - High Salt Marsh,2024
70899,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,30,Left,NA,NA,27,Polypogon_monspeliensis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
37343,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,30,Left,NA,NA,1,Pseudognaphalium_californicum,NATIVE COVER,Transition - High Salt Marsh,2024
70898,2024-08-01,Nolan Fuss,SMT-05,NA,ncos,30,11,30,Left,NA,NA,1,Sonchus_oleraceus,NON-NATIVE COVER,Transition - High Salt Marsh,2024
8097,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,0,Left,NA,NA,0,Bare Ground,BARE GROUND,Transition - High Salt Marsh,2024
38567,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,0,Left,NA,NA,38,Distichlis_spicata,NATIVE COVER,Transition - High Salt Marsh,2024
72125,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,0,Left,NA,NA,5,Festuca_perennis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
72126,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,0,Left,NA,NA,2,Foeniculum_vulgare,NON-NATIVE COVER,Transition - High Salt Marsh,2024
38568,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,0,Left,NA,NA,4,Frankenia_salina,NATIVE COVER,Transition - High Salt Marsh,2024
72124,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,0,Left,NA,NA,99,Medicago_polymorpha,NON-NATIVE COVER,Transition - High Salt Marsh,2024
86170,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,0,Left,NA,NA,1,Natural Thatch,THATCH,Transition - High Salt Marsh,2024
8098,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,3,Right,NA,NA,0,Bare Ground,BARE GROUND,Transition - High Salt Marsh,2024
41618,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,3,Right,NA,NA,39,Distichlis_spicata,NATIVE COVER,Transition - High Salt Marsh,2024
75199,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,3,Right,NA,NA,6,Festuca_perennis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
41617,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,3,Right,NA,NA,4,Frankenia_salina,NATIVE COVER,Transition - High Salt Marsh,2024
75198,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,3,Right,NA,NA,99,Medicago_polymorpha,NON-NATIVE COVER,Transition - High Salt Marsh,2024
86171,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,3,Right,NA,NA,2,Natural Thatch,THATCH,Transition - High Salt Marsh,2024
8099,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,6,Left,NA,NA,0,Bare Ground,BARE GROUND,Transition - High Salt Marsh,2024
23954,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,6,Left,NA,NA,28,Distichlis_spicata,NATIVE COVER,Transition - High Salt Marsh,2024
57344,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,6,Left,NA,NA,55,Festuca_perennis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
23955,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,6,Left,NA,NA,30,Frankenia_salina,NATIVE COVER,Transition - High Salt Marsh,2024
57342,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,6,Left,NA,NA,70,Medicago_polymorpha,NON-NATIVE COVER,Transition - High Salt Marsh,2024
57343,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,6,Left,NA,NA,6,Melilotus_indicus,NON-NATIVE COVER,Transition - High Salt Marsh,2024
86172,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,6,Left,NA,NA,31,Natural Thatch,THATCH,Transition - High Salt Marsh,2024
8100,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,9,Right,NA,NA,1,Bare Ground,BARE GROUND,Transition - High Salt Marsh,2024
14993,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,9,Right,NA,NA,60,Distichlis_spicata,NATIVE COVER,Transition - High Salt Marsh,2024
48359,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,9,Right,NA,NA,50,Festuca_perennis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
48361,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,9,Right,NA,NA,70,Medicago_polymorpha,NON-NATIVE COVER,Transition - High Salt Marsh,2024
86173,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,9,Right,NA,NA,0,Natural Thatch,THATCH,Transition - High Salt Marsh,2024
48360,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,9,Right,NA,NA,6,Plantago_coronopus,NON-NATIVE COVER,Transition - High Salt Marsh,2024
8101,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,12,Left,NA,NA,2,Bare Ground,BARE GROUND,Transition - High Salt Marsh,2024
20060,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,12,Left,NA,NA,65,Distichlis_spicata,NATIVE COVER,Transition - High Salt Marsh,2024
53402,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,12,Left,NA,NA,35,Festuca_perennis,NON-NATIVE COVER,Transition - High Salt Marsh,2024
20059,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,12,Left,NA,NA,13,Juncus_bufonius,NATIVE COVER,Transition - High Salt Marsh,2024
53401,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,12,Left,NA,NA,65,Medicago_polymorpha,NON-NATIVE COVER,Transition - High Salt Marsh,2024
86174,2024-07-26,"Nolan Fuss, Hannah Burdick",SMT-06,NA,ncos,30,11,12,Left,NA,NA,0,Natural Thatch,THATCH,Transition - High Salt Marsh,2024
